,laborforce_unemployed,PercentCar,Management_business_science_and_arts,Service,Production_transportation_and_material_moving,Median_household_income,No_health_insurance,non_fam_household,diff_house_1year,foreign_born,ForeignCit,home_lang_not_english,own_computer,black_pct,hispanic_pct,Pct20t45,Pct45t65,Pct65plus,r200kplus,HighSchoolEd,BachelorsOrHigher
1244,6.4,73.4,33.8,23.1,16.3,38200,11.5,42.8,18.4,9.2,3.5236,18.2,80.2,34.2,16.3,37.2,23.2,10.9,2.5,28.7,27.3
1245,2.9,84.6,40.7,15.0,13.7,62606,4.9,34.3,13.0,5.0,2.53,7.3,87.7,1.9,5.8,30.3,28.7,16.3,5.5,27.7,35.3
1246,2.8,83.9,31.3,16.9,21.2,53257,6.0,35.3,12.3,3.8,1.9380000000000002,6.7,83.7,1.6,4.4,30.1,29.3,16.7,3.1,35.4,24.7
1247,3.2,80.8,31.0,16.7,18.8,50060,8.2,33.0,11.4,2.1,1.3104,4.8,82.2,0.6,2.1,27.5,30.1,18.5,2.2,37.2,21.7
1248,2.8,84.7,31.8,16.3,19.4,53871,6.4,33.2,12.2,4.1,1.4596,7.0,85.2,1.3,4.9,30.1,28.9,15.4,2.5,36.1,24.4
1249,3.3,84.2,34.3,16.9,17.0,61589,5.0,32.1,12.8,5.6,2.5872,9.7,90.2,5.4,10.1,29.9,29.4,15.4,4.8,30.9,28.2
1250,2.3,75.8,45.1,16.1,10.9,65589,4.1,40.7,17.2,7.6,3.0476,11.4,92.1,4.3,6.5,35.8,25.7,14.0,5.8,23.6,42.6
1251,2.6,80.2,31.9,18.4,17.3,52154,6.4,38.3,16.0,2.7,1.3392,5.7,86.6,1.2,2.6,32.0,26.3,16.9,2.6,33.2,25.4
1252,4.6,72.8,33.2,21.8,16.5,41816,7.6,45.0,18.5,9.6,3.7632,18.3,86.4,33.6,16.8,37.2,23.0,11.3,2.4,29.2,27.4
1253,2.3,85.2,41.9,13.8,13.5,68162,3.4,35.7,12.5,4.2,2.3016,6.5,89.7,2.1,5.7,30.3,28.6,17.3,6.9,27.2,36.9
1254,2.0,83.4,32.7,16.3,21.0,57129,4.3,35.5,12.3,4.0,2.1319999999999997,6.7,88.0,1.6,4.5,29.8,28.8,17.7,3.9,35.1,26.4
1255,2.2,79.9,32.5,17.2,18.6,51738,6.7,35.2,12.3,2.3,1.2397,5.3,85.8,0.8,2.3,26.6,29.9,19.8,3.2,34.8,23.1
1256,2.4,83.9,33.3,15.4,18.2,57888,4.7,35.3,12.5,3.7,1.6724,6.7,88.1,1.4,5.2,30.2,28.7,16.2,3.3,34.7,25.4
1257,3.1,75.6,34.1,21.2,19.3,45057,8.1,43.5,15.3,10.0,3.99,20.4,86.7,33.0,17.9,36.9,22.6,12.2,3.0,28.9,28.6
1258,1.7,84.8,41.9,14.0,14.7,70271,3.6,35.1,13.1,5.6,2.9232,7.9,92.3,2.9,5.8,30.6,27.5,18.1,7.8,26.9,38.8
1259,1.6,76.0,46.0,15.6,12.1,67394,4.2,41.5,15.9,7.2,2.9232,9.0,93.1,4.3,6.7,36.4,24.9,15.1,6.8,22.9,42.0
1260,1.9,81.1,32.7,16.3,20.1,57200,6.8,34.7,11.1,2.6,1.5444,4.9,88.5,0.8,2.4,27.1,29.3,20.4,3.4,34.5,23.6
1261,2.8,85.1,33.7,16.6,17.9,67231,5.1,32.9,13.2,5.5,3.0195,9.5,92.6,5.7,10.0,29.8,28.8,16.5,5.3,30.6,28.5
1262,2.1,81.3,32.5,17.4,20.0,57953,6.2,38.9,14.6,2.7,1.4337,6.1,89.3,1.1,2.8,31.8,26.0,18.0,3.0,33.2,25.9
1263,2.0,84.8,33.1,15.8,22.0,59868,4.8,37.4,13.4,3.4,1.9108,5.9,89.9,2.1,4.7,30.1,28.3,18.5,4.3,33.5,25.5
1264,1.6,84.8,34.8,15.5,20.5,61423,5.0,34.2,10.9,4.0,1.9,7.3,90.8,1.6,5.4,30.0,27.9,17.1,4.2,34.6,26.4
1265,2.9,76.8,32.7,18.3,12.6,57055,12.0,35.9,17.4,3.8,1.3148,7.0,88.4,1.1,9.8,33.8,26.4,13.8,3.3,27.4,26.6
1266,3.7,77.8,33.0,18.4,12.0,59882,11.5,34.9,17.7,3.2,1.2544,7.6,90.8,1.0,9.6,32.6,25.6,15.0,3.8,29.3,27.1
1267,2.5,75.8,35.2,17.7,12.4,61584,10.5,37.2,15.5,3.0,1.08,7.0,93.1,0.6,10.0,31.6,25.5,16.7,4.9,28.8,26.9
