,laborforce_unemployed,PercentCar,Management_business_science_and_arts,Service,Production_transportation_and_material_moving,Median_household_income,No_health_insurance,non_fam_household,diff_house_1year,foreign_born,ForeignCit,home_lang_not_english,own_computer,black_pct,hispanic_pct,Pct20t45,Pct45t65,Pct65plus,r200kplus,HighSchoolEd,BachelorsOrHigher
480,4.5,84.5,28.0,18.2,20.7,38507,9.3,32.5,14.1,1.9,0.5491,3.5,74.8,7.0,2.9,30.6,26.8,16.6,1.3,38.1,15.5
481,4.1,81.8,29.9,16.5,20.6,45757,8.2,30.3,16.4,3.6,1.242,5.4,81.8,5.2,3.3,32.0,26.6,14.5,1.7,37.0,19.0
482,4.5,80.8,36.3,17.2,16.3,47228,7.8,41.7,15.3,7.6,2.9792,9.2,81.6,21.7,4.9,33.9,26.7,14.6,4.1,27.2,31.0
483,4.0,82.3,35.4,15.6,15.0,54214,7.9,31.6,14.9,2.9,1.1832,4.5,84.1,3.2,3.0,31.5,27.7,13.8,4.0,33.2,25.5
484,5.1,81.6,27.0,18.2,18.5,30267,8.4,31.9,12.3,0.8,0.3536,1.4,71.2,1.6,0.9,31.4,28.1,16.3,0.8,38.2,11.7
485,4.8,80.5,37.7,17.8,14.3,47057,9.2,37.2,20.6,5.1,1.632,7.2,84.9,8.8,4.6,35.1,26.1,13.2,3.3,29.4,30.6
486,3.1,83.9,26.7,19.3,20.9,40253,6.8,34.8,13.0,1.6,0.7264,3.5,79.3,7.6,2.7,30.3,26.6,17.6,1.9,38.3,15.6
487,3.8,80.7,36.1,15.7,17.3,51070,4.4,41.8,17.3,6.8,2.822,9.1,88.7,22.1,5.1,33.6,26.6,15.4,4.2,26.5,30.9
488,2.9,81.2,37.4,15.2,14.5,60912,4.2,29.4,13.9,2.8,1.2488,4.3,89.6,3.4,3.1,31.7,27.3,14.3,5.4,29.7,28.3
489,3.8,81.5,38.0,16.6,14.8,50659,6.0,36.2,19.3,5.5,1.5235,7.5,88.6,8.8,4.7,34.4,25.6,13.9,3.9,28.5,31.7
490,3.1,83.5,30.3,18.9,17.8,35409,5.5,31.1,12.2,0.8,0.3704,1.5,83.1,1.3,1.1,30.5,27.3,17.5,1.5,38.9,13.6
491,3.4,80.3,37.8,16.9,17.6,54956,5.5,40.4,15.2,8.1,3.6531,10.1,90.2,22.4,5.8,33.7,25.7,16.1,5.6,26.0,33.6
492,2.6,84.0,30.4,17.0,20.7,50792,5.6,32.4,15.7,3.5,1.3685,5.2,88.7,4.7,3.3,31.4,26.2,16.1,3.0,35.2,20.6
493,2.9,82.4,39.6,14.2,17.0,63562,5.0,32.0,13.2,3.0,1.3230000000000002,4.6,91.4,3.4,3.4,31.7,26.9,15.5,6.6,30.4,29.7
494,3.2,84.1,29.9,17.6,20.9,44309,5.7,32.8,13.0,1.7,0.7752,3.7,86.2,6.9,3.0,30.0,26.2,18.5,2.7,38.3,18.0
495,3.4,80.8,37.6,17.8,15.2,52598,6.5,36.2,19.6,5.4,1.6740000000000002,8.2,92.0,8.6,4.8,35.1,25.5,14.7,4.4,27.5,32.1
496,4.1,81.3,36.3,17.0,10.6,54764,13.6,33.1,11.5,7.5,3.345,12.1,84.3,13.6,9.1,33.4,26.5,14.3,5.5,30.3,29.1
497,5.7,75.9,30.5,24.4,12.0,36297,16.6,42.7,12.7,5.6,2.2680000000000002,8.9,73.8,62.3,5.6,36.5,26.1,12.2,2.9,32.3,22.4
498,4.2,82.0,29.2,19.3,15.0,47095,14.2,34.5,15.8,3.2,1.1776,12.7,81.1,25.0,3.6,33.7,25.5,13.0,3.5,34.7,20.4
499,4.4,85.4,31.2,20.5,13.7,40576,14.3,35.3,12.7,2.4,0.9768,5.2,75.1,33.6,4.0,32.9,24.8,14.7,2.6,35.8,18.6
500,4.8,84.3,28.6,20.0,14.3,35169,17.7,34.0,12.1,1.9,0.6308,4.2,70.8,35.6,2.0,32.6,25.5,14.9,2.1,38.6,17.2
501,3.6,85.0,36.3,17.0,12.5,56102,12.6,31.8,14.8,4.3,1.591,7.2,86.4,24.5,4.3,35.5,25.1,12.3,4.6,31.3,29.1
502,3.4,81.1,38.3,16.6,9.8,56938,9.9,34.1,12.7,6.3,2.7909,11.2,89.2,14.0,8.8,32.4,26.4,15.3,5.5,29.1,30.3
503,5.6,75.7,31.0,22.5,13.5,36798,11.2,42.5,13.2,6.5,2.5610000000000004,10.0,82.9,61.9,6.4,35.7,25.5,13.3,2.9,31.1,23.4
504,4.5,85.2,28.7,20.2,12.9,44668,10.8,36.0,13.8,2.8,1.3692,10.3,84.6,25.1,3.5,32.8,25.3,13.7,3.3,37.2,21.0
505,4.2,87.0,32.8,20.4,11.8,39748,10.7,36.4,12.2,2.4,1.1496,4.9,81.1,34.9,3.8,32.4,24.9,15.5,2.8,36.3,19.9
506,3.6,84.2,30.7,21.3,12.5,36718,10.5,34.5,13.0,1.6,0.6624,4.1,78.1,34.6,2.4,32.7,24.9,15.7,2.3,38.9,16.7
507,3.2,84.7,37.3,17.0,11.7,59270,8.6,33.5,14.5,4.4,1.5488,7.6,90.2,24.1,4.6,35.7,24.7,13.0,5.6,32.2,28.0
508,3.5,85.2,30.4,19.9,13.8,48837,7.6,33.6,13.4,3.0,1.146,8.6,88.9,25.2,4.2,32.6,25.3,14.7,3.9,36.4,22.2
509,5.2,74.9,32.1,25.0,13.4,38131,9.1,45.0,12.6,6.3,2.4066,8.9,86.9,61.8,7.1,34.4,25.9,14.5,3.4,31.5,23.8
510,3.1,84.9,39.8,15.3,11.1,62288,7.1,33.6,12.3,4.6,1.6054,7.9,92.2,23.7,4.4,35.4,24.1,14.7,7.3,31.5,30.7
511,4.0,85.4,31.1,18.9,15.3,39485,7.2,37.6,12.1,2.3,0.9867,5.0,83.2,34.5,4.0,32.2,24.4,16.4,2.7,37.9,20.0
512,3.5,84.3,31.8,21.8,14.0,40321,8.6,33.8,11.1,1.6,0.7936,3.9,81.6,35.6,2.1,31.6,24.9,16.5,2.8,39.4,17.2
513,3.0,82.2,38.9,18.5,10.1,58256,8.2,34.6,11.0,6.9,2.9325,11.0,90.5,14.0,8.8,32.5,26.2,16.2,6.4,29.9,30.8
514,3.2,76.7,38.8,17.8,9.8,56043,8.7,36.8,13.9,4.9,2.6264,7.3,88.6,1.7,1.7,29.6,30.4,17.9,4.8,28.0,36.2
515,4.2,78.1,32.4,19.6,13.3,42623,11.6,37.8,12.5,2.6,1.3676,6.3,81.7,0.8,1.2,28.6,30.9,18.6,1.7,36.8,22.3
516,2.0,79.1,41.0,17.1,9.7,61173,6.4,39.0,12.6,4.6,2.6082,6.5,90.3,1.8,1.7,29.6,30.1,19.0,4.9,28.8,36.9
517,3.5,79.5,32.8,19.8,11.9,46638,9.8,36.9,13.0,3.0,1.587,5.8,87.2,1.2,1.4,28.1,30.2,19.5,2.4,37.2,23.0
518,1.6,77.6,42.1,17.0,11.1,66516,6.7,40.2,13.1,4.3,2.2231,6.0,91.8,1.7,1.9,29.8,29.2,20.3,6.0,26.4,39.1
519,2.8,78.1,31.6,19.9,14.0,46925,9.5,39.6,13.7,2.8,1.5036,6.3,88.8,1.1,1.5,28.0,29.6,20.9,2.6,36.8,23.4
520,3.2,82.8,38.3,17.5,10.6,68386,5.9,29.4,11.5,5.2,2.8132,6.5,85.9,12.2,3.6,29.0,29.2,17.2,6.8,32.2,30.3
521,5.1,77.6,38.6,18.7,10.3,60941,8.0,35.7,14.8,11.9,6.0928,14.2,87.0,33.9,6.6,35.5,26.3,12.5,4.3,30.6,29.5
522,4.3,76.4,51.4,15.0,6.6,81015,7.2,37.2,13.7,16.3,8.8835,19.6,89.6,23.5,8.5,36.4,25.9,14.0,10.2,22.2,46.9
523,6.1,69.3,37.8,21.0,8.8,72035,12.5,33.5,14.1,18.9,7.0686,18.4,90.7,52.6,15.7,35.6,26.5,12.1,7.5,26.2,31.3
524,5.2,76.6,43.5,15.0,8.0,89671,6.8,28.3,12.2,11.3,5.7856,11.9,91.6,37.6,8.0,32.4,29.0,12.1,9.4,27.5,33.8
525,4.6,73.8,46.9,16.7,8.3,73980,7.7,31.2,13.0,20.5,10.742,25.6,89.4,12.3,12.8,32.9,28.1,13.0,10.5,23.7,41.6
526,5.8,70.1,45.5,19.4,8.2,58093,6.8,38.7,13.5,10.5,5.019,11.8,84.0,53.7,4.0,34.5,26.9,13.8,7.6,26.9,37.4
527,4.4,64.7,54.3,15.7,4.8,94004,8.0,31.3,11.7,24.2,11.5676,28.6,92.2,12.1,15.0,31.5,28.1,15.5,16.0,16.9,54.1
528,3.4,82.9,37.8,17.0,10.3,69254,4.5,31.0,11.8,5.6,2.8672,7.4,90.4,12.1,3.9,28.8,29.2,17.8,6.5,32.2,30.6
529,3.5,78.1,41.0,18.9,9.9,69128,6.0,34.0,13.3,12.0,5.88,15.2,91.0,34.2,7.1,34.9,25.4,13.7,5.5,28.4,33.4
530,3.2,75.6,50.4,15.1,6.9,83620,5.3,37.3,14.9,16.3,9.6333,20.7,92.7,22.2,8.8,35.4,27.0,14.4,13.1,21.9,47.1
531,4.2,69.0,40.0,19.8,8.4,79350,10.2,34.1,13.0,19.8,7.524,23.8,94.2,52.3,17.3,35.2,26.3,12.6,9.2,25.2,34.0
532,3.5,76.7,43.3,16.1,7.4,95442,5.4,29.4,11.5,11.1,5.8164,14.1,92.5,38.7,7.9,32.1,28.9,13.3,10.6,27.7,33.7
533,3.3,73.5,46.2,17.8,8.3,75774,6.2,29.9,13.5,21.3,11.927999999999999,27.3,91.2,14.2,13.4,32.5,27.8,14.2,11.6,24.7,41.5
534,4.9,68.3,45.7,19.7,9.3,61392,5.4,40.7,13.6,11.8,6.2422,12.7,87.9,52.9,4.0,34.2,27.0,14.7,9.4,26.7,37.8
535,3.2,66.8,55.6,15.5,4.9,98991,5.9,31.4,11.2,24.3,12.1257,29.7,94.1,12.5,15.2,31.7,27.6,15.9,18.2,16.7,55.6
536,3.2,79.7,41.7,18.1,11.2,71411,5.2,35.2,12.3,11.6,6.6468,14.2,92.4,35.4,6.7,35.1,25.9,14.3,6.7,27.9,34.4
537,3.9,69.7,47.7,17.8,9.9,60729,6.2,40.8,14.3,11.5,6.0489999999999995,13.7,91.1,52.3,4.8,34.2,26.2,15.9,10.5,24.8,39.8
538,3.0,82.3,39.2,17.8,10.3,75706,4.4,29.0,12.5,4.7,2.4111,6.9,90.9,12.3,4.3,28.5,28.8,18.7,9.2,30.9,32.3
539,2.9,74.1,52.5,15.6,7.9,91265,4.8,38.0,16.0,16.7,9.7194,20.7,93.8,23.0,9.0,35.5,25.3,15.4,15.0,19.4,50.0
540,3.0,76.2,45.1,17.2,7.9,99738,6.2,29.2,11.4,12.2,7.0028,15.4,94.2,38.9,10.0,31.8,28.6,14.0,13.5,26.5,37.5
541,3.3,75.0,45.5,18.1,8.8,80183,6.4,30.7,13.9,20.1,11.1555,26.9,93.2,13.7,14.5,32.1,27.1,15.6,13.5,23.7,41.9
542,4.9,70.5,41.6,20.0,9.0,84059,9.4,33.9,14.0,20.7,9.4806,25.3,94.9,52.3,17.3,34.0,27.1,13.6,11.2,24.8,34.2
543,2.5,67.9,55.0,15.3,6.4,107669,5.5,31.5,12.1,22.9,11.9538,31.0,94.9,13.2,16.0,31.7,27.4,16.1,20.7,16.3,55.7
544,5.7,82.0,36.5,20.7,10.6,50966,3.4,36.5,12.9,7.4,4.292,19.3,82.7,6.4,16.7,31.0,28.4,16.4,4.4,29.2,28.7
545,4.6,78.0,41.9,17.6,10.3,63721,2.8,35.9,12.8,12.0,6.1679999999999975,17.3,87.3,5.0,9.3,32.6,28.5,14.2,6.2,28.6,36.8
546,4.5,79.0,43.7,16.7,12.4,68401,3.4,31.1,12.3,16.1,9.0804,27.6,86.4,2.6,19.1,32.0,28.6,13.4,9.5,27.3,37.0
547,3.8,75.5,49.1,14.5,7.8,87957,2.7,31.1,10.4,12.7,7.6708,17.0,89.2,2.9,4.2,30.4,29.6,14.5,15.4,21.8,48.7
548,3.6,65.2,53.8,15.7,5.4,81376,2.8,39.8,12.3,23.2,10.0688,28.8,90.4,5.3,8.7,35.9,26.5,14.9,13.0,20.0,54.1
549,3.9,75.9,44.7,16.2,8.5,81137,2.9,32.7,10.0,13.1,6.9299,16.7,88.9,3.0,8.2,29.6,30.8,16.3,10.9,24.4,42.9
550,5.7,39.4,45.8,22.0,7.8,54152,5.0,49.1,17.1,30.9,14.523,41.7,85.4,24.9,20.8,46.9,20.6,9.7,7.5,22.1,43.0
551,4.8,67.1,46.9,16.2,7.4,77203,2.8,40.6,11.7,16.2,9.3474,21.0,88.3,9.9,5.3,34.7,27.0,16.1,10.9,23.9,44.2
552,4.0,82.6,37.8,21.7,9.0,63304,3.6,34.0,10.9,9.1,5.5601,13.9,86.4,3.2,4.8,27.8,30.0,20.1,5.7,27.5,34.3
553,3.9,80.7,37.0,19.6,12.9,55716,3.1,37.0,11.4,7.0,4.249,19.2,87.2,6.3,17.7,31.0,28.1,17.5,4.2,29.8,29.7
554,3.5,76.7,42.9,17.7,9.5,64868,2.2,38.8,13.3,11.7,6.0489,17.5,89.7,5.2,10.0,32.6,27.9,14.8,7.6,27.1,38.4
555,3.6,77.9,42.2,19.1,10.2,77995,2.9,30.2,10.5,18.3,9.699,28.8,90.8,3.7,18.8,32.3,29.0,13.5,10.9,25.9,37.5
556,2.7,74.8,51.5,12.8,8.1,98530,1.8,28.9,10.1,12.9,8.1012,18.8,92.4,3.5,5.0,29.3,29.4,15.7,17.7,19.8,51.1
557,2.7,64.9,55.7,15.3,5.3,92268,3.0,36.3,11.6,24.1,11.6885,29.8,92.2,5.1,9.2,34.8,27.2,15.4,16.6,19.1,57.4
558,3.0,75.4,46.8,16.2,8.0,84913,2.0,33.1,9.7,13.2,7.8276,17.0,92.1,3.8,9.3,29.3,29.8,17.2,12.8,24.2,44.0
559,5.0,40.6,46.5,22.4,7.4,60873,3.5,49.3,18.4,32.8,14.267999999999999,43.1,90.2,26.5,21.5,47.2,20.6,10.5,8.4,22.8,42.9
560,3.9,64.3,48.1,16.0,7.3,82333,2.0,40.1,12.9,18.5,10.804,23.9,91.7,9.7,6.1,35.5,26.8,16.2,11.7,23.4,46.9
561,3.5,80.4,37.0,19.4,9.3,68173,2.4,35.2,9.4,8.9,5.1709,14.1,90.1,2.5,5.2,27.8,29.4,21.2,8.1,28.5,35.9
562,2.8,74.5,52.9,14.1,7.1,98914,1.8,30.7,10.2,14.2,8.662,18.3,94.2,3.4,5.2,29.2,28.9,16.7,19.7,20.4,51.4
563,3.1,63.1,50.0,16.5,7.9,91643,2.5,40.5,12.1,18.7,10.4533,23.5,92.7,11.2,6.1,36.0,26.7,16.2,16.3,20.9,48.3
564,2.7,78.5,37.8,20.6,10.6,70895,3.1,35.1,9.7,10.5,6.468,16.3,91.4,3.3,6.4,27.8,28.6,22.2,8.5,28.3,35.6
565,2.8,81.9,38.7,20.6,13.7,57381,2.8,37.5,11.7,7.3,4.6501,20.4,88.6,7.0,18.9,30.9,27.6,18.0,5.3,29.4,30.8
566,3.0,78.6,46.3,17.1,11.0,70311,2.1,37.9,12.1,13.9,7.4782,19.6,92.8,5.3,10.3,32.7,27.8,16.3,9.2,26.0,40.9
567,2.7,75.5,48.3,16.0,8.6,88537,2.1,32.4,9.4,15.1,8.4711,18.9,92.9,4.4,10.7,29.3,29.0,18.7,15.8,23.4,46.5
568,4.6,39.1,48.6,20.6,8.0,70019,4.4,50.3,17.3,31.6,15.2628,41.9,93.0,24.3,22.8,47.8,20.2,10.9,10.6,18.8,47.1
569,2.5,64.2,59.0,14.1,6.1,100393,2.2,37.9,12.5,24.9,11.8275,29.6,94.7,5.6,9.8,36.2,25.9,16.2,21.2,18.3,60.0
570,4.1,79.7,42.3,16.8,13.1,77480,3.9,32.5,9.7,18.1,9.8102,28.7,92.2,4.2,19.5,32.3,28.7,13.7,11.5,25.0,38.3
571,4.3,79.0,30.8,21.2,14.2,44265,9.7,37.2,13.5,1.9,0.9652,3.4,81.0,1.7,1.7,27.3,30.1,21.0,2.1,34.1,23.9
572,4.7,82.2,32.3,16.7,20.9,49175,8.0,30.2,16.2,5.7,2.1774,9.1,85.3,6.0,9.4,32.0,26.4,14.1,2.4,31.7,25.6
573,4.2,81.3,34.6,17.5,18.1,52809,8.6,33.2,16.6,4.9,2.1462,7.5,85.5,8.9,7.0,32.8,26.4,13.7,3.6,29.1,29.0
574,4.4,82.5,31.2,18.7,16.5,44572,8.7,33.8,14.0,2.0,0.8320000000000001,3.2,82.3,1.8,3.1,30.4,27.7,17.3,2.3,35.7,20.8
575,6.3,84.6,30.2,20.3,16.2,41597,7.2,36.2,13.8,2.4,1.4064,4.2,79.0,17.3,4.8,30.1,28.0,16.9,1.9,33.0,19.3
576,4.3,81.8,32.1,17.0,19.6,46697,8.7,34.0,16.5,4.3,1.6684,7.2,83.8,8.4,5.9,31.6,27.1,15.6,2.8,30.3,26.6
577,4.0,84.5,32.1,17.9,18.2,53554,7.7,31.8,12.3,2.5,1.2375,4.3,84.9,4.1,4.4,29.6,29.4,16.2,3.1,33.2,22.4
578,4.2,82.5,42.9,15.7,11.0,63645,6.5,34.1,17.4,7.1,3.1169,8.9,90.8,5.9,4.8,32.1,28.1,12.9,6.0,22.3,38.3
579,4.8,86.0,37.6,17.3,14.9,50706,8.9,39.5,12.2,10.8,6.0912,13.1,85.5,13.2,2.1,33.1,28.4,15.6,4.3,27.7,29.4
580,4.2,85.3,33.3,16.5,17.4,58479,7.5,30.4,10.1,5.7,3.8817,8.1,86.4,2.5,3.2,28.7,30.3,16.6,2.9,33.0,22.9
581,3.7,87.3,49.4,13.8,9.4,74527,6.2,31.3,11.8,12.6,7.1568,15.2,90.8,5.3,3.5,30.8,29.8,14.4,9.7,20.5,45.7
582,4.9,79.4,40.5,17.1,14.2,52569,7.3,39.0,16.6,12.0,6.36,17.7,88.8,10.6,5.8,35.8,25.2,13.4,3.8,25.4,33.3
583,9.0,75.2,24.4,24.4,20.6,31887,13.0,41.1,15.2,6.9,3.3534,12.5,78.0,55.1,6.8,33.8,25.9,12.9,0.6,34.2,13.9
584,7.8,78.2,36.2,20.0,13.9,41516,12.0,40.7,15.7,11.1,6.0051,15.1,80.5,56.6,4.7,31.9,27.7,15.5,4.3,25.1,30.3
585,3.2,79.8,30.6,20.5,13.2,46927,5.9,37.9,13.4,2.1,1.1361,3.4,85.5,1.4,1.8,27.0,29.4,22.2,2.5,33.6,24.6
586,3.2,81.3,29.3,18.0,20.5,52919,5.4,32.5,16.1,5.7,2.6106,9.7,89.1,6.5,10.0,32.4,25.6,14.9,2.5,32.8,23.8
587,2.9,81.9,36.6,16.3,16.7,57926,5.3,32.7,16.2,5.4,1.9926,7.7,90.1,8.0,6.9,32.4,26.6,14.3,4.5,28.8,31.4
588,3.2,81.2,31.0,18.7,16.5,48434,5.9,33.9,13.9,1.9,1.0279,3.1,86.1,1.7,3.1,29.8,27.8,18.2,3.2,35.0,21.8
589,5.4,83.7,28.8,20.2,16.5,42800,5.8,36.7,13.9,2.1,1.155,3.5,84.6,17.4,5.0,30.0,27.9,17.7,2.2,34.1,18.9
590,2.9,81.4,32.9,18.2,17.9,51477,6.5,35.2,15.1,4.6,2.0516,7.8,87.7,8.0,6.1,31.7,26.6,16.4,3.9,28.8,28.0
591,3.0,83.7,34.4,15.5,19.6,56427,5.0,32.5,12.6,2.8,1.4308,4.9,88.5,4.4,4.3,29.4,29.0,17.0,3.8,31.3,24.6
592,3.8,83.1,43.7,16.4,10.3,66495,4.4,35.9,15.7,8.4,3.7212,9.9,92.7,5.7,5.3,32.5,27.4,14.2,7.6,22.1,40.6
593,3.4,85.9,38.1,17.2,15.3,56582,5.2,40.3,13.8,11.5,6.8425,13.9,89.5,14.2,2.7,33.8,28.1,16.5,4.9,28.7,30.4
594,3.4,86.6,34.9,15.8,16.9,60934,4.8,31.1,11.5,5.8,3.8048,7.5,89.0,2.5,3.1,28.1,30.9,17.5,4.4,32.5,23.0
595,2.7,87.9,51.3,12.9,8.3,79805,3.4,32.7,10.8,13.6,7.1128,16.3,94.1,5.0,2.9,30.3,29.8,15.6,11.5,18.9,46.6
596,3.3,80.4,41.4,16.7,14.9,55506,3.9,40.1,17.2,11.9,6.069,17.5,91.0,10.9,6.2,35.5,25.2,13.8,5.2,25.1,34.0
597,6.5,73.8,23.4,24.8,19.7,33995,7.4,44.2,14.6,7.5,3.72,13.9,81.7,54.9,7.4,32.8,26.9,13.3,0.9,32.3,14.8
598,6.9,79.2,37.3,19.8,15.3,42695,6.4,42.0,14.3,9.6,5.4912,14.2,86.8,56.1,4.6,33.0,25.9,15.4,4.7,26.0,30.8
599,3.3,81.7,33.9,17.2,20.0,55442,5.8,34.6,15.6,4.6,1.8952,7.3,91.1,8.1,6.4,31.7,25.7,17.4,4.0,28.6,29.1
600,5.4,75.5,25.3,24.1,22.6,34971,7.8,45.2,12.0,7.9,3.4918,14.4,86.9,53.7,7.9,32.9,25.4,14.6,1.1,35.0,16.5
601,2.6,78.8,31.4,21.0,14.7,51153,6.4,36.8,12.3,2.1,1.1319,3.1,89.3,1.4,1.9,27.4,28.4,23.5,3.3,33.2,26.3
602,4.2,83.5,31.1,20.7,18.8,46649,4.9,38.0,13.0,2.0,1.318,3.1,87.6,17.6,5.0,29.3,27.6,18.6,2.6,33.6,20.2
603,2.9,85.3,35.0,17.2,19.0,60727,5.1,33.3,11.7,2.7,1.6497,4.3,91.2,4.1,4.5,29.2,28.4,18.5,4.3,31.8,25.9
604,2.6,83.1,31.9,17.5,21.8,57769,5.2,31.5,14.8,5.9,2.8438,9.5,92.1,6.7,9.5,32.6,25.3,16.1,3.5,31.5,26.8
605,4.9,78.2,36.9,19.8,17.2,48176,6.3,42.7,11.6,11.1,5.5944,15.6,88.4,56.1,4.8,32.8,25.7,16.8,5.5,23.9,31.8
606,2.0,85.5,49.8,13.0,9.8,84954,3.9,33.0,10.7,15.0,8.175,17.4,95.2,5.1,3.3,30.6,29.0,16.8,12.4,18.3,49.2
607,2.6,81.9,32.1,19.3,17.9,51240,5.9,34.3,12.5,2.1,1.0563,3.7,89.0,1.9,3.3,30.0,27.1,19.5,3.1,34.8,21.6
608,3.4,78.0,42.3,16.9,15.4,59332,4.9,40.9,16.2,12.8,7.1936,18.9,93.2,11.4,6.2,36.5,24.5,14.6,6.1,25.0,36.4
609,3.2,82.0,36.9,15.4,17.3,60652,5.2,32.8,14.1,5.1,2.3001,7.6,91.9,8.1,8.0,33.1,25.4,15.1,6.4,27.9,32.8
610,3.1,82.1,43.8,17.2,11.1,72654,4.0,33.9,14.1,8.1,3.7341,10.1,95.4,5.8,5.4,32.2,26.9,15.0,9.0,22.0,40.7
611,2.8,85.1,35.5,15.6,18.1,64378,5.5,31.7,10.5,6.7,4.7101,9.0,91.5,3.0,3.5,28.0,30.0,18.3,5.2,31.3,23.8
612,3.2,84.5,38.3,18.0,15.9,61115,5.2,40.5,12.3,10.8,6.8796,13.4,91.8,14.5,2.5,34.5,27.6,16.7,5.4,26.2,30.6
613,2.9,78.7,36.9,17.0,15.7,57321,5.8,34.5,12.4,5.8,2.3664,8.4,84.8,2.9,6.2,31.5,26.3,16.1,3.8,30.0,26.8
614,2.8,81.2,41.5,15.3,12.2,76409,5.0,29.6,11.1,7.8,4.3992,10.8,92.0,4.4,5.6,32.1,27.8,12.1,7.3,23.8,37.8
615,2.5,80.1,47.6,13.9,9.5,79965,4.9,33.1,11.7,11.7,6.3765,14.9,91.8,6.6,4.5,30.8,29.5,14.1,12.2,17.6,47.8
616,4.0,75.1,46.1,16.2,11.0,61244,5.9,39.2,16.7,12.9,6.9918,18.8,89.6,9.6,6.5,34.6,25.7,13.2,7.4,21.0,42.6
617,4.6,67.0,46.1,17.3,10.2,52447,8.4,50.8,21.1,14.8,6.5268,20.3,87.8,16.5,9.1,41.6,23.3,11.1,5.2,19.6,43.5
618,3.4,81.1,37.4,16.0,13.8,71604,4.2,26.3,12.6,4.4,2.4419999999999997,5.9,90.9,2.7,2.6,33.0,27.1,10.9,4.6,27.1,30.0
619,2.5,79.0,32.5,17.1,17.6,51880,6.4,34.7,11.8,3.0,1.1159999999999999,5.5,81.1,1.4,4.3,28.6,27.2,18.5,2.5,33.9,21.4
620,3.4,80.2,32.9,19.5,13.7,51322,6.3,34.6,12.6,1.6,0.92,3.1,82.5,1.0,1.6,28.5,29.0,18.6,2.6,33.3,22.9
621,2.7,78.4,36.4,16.8,15.3,60424,4.8,34.8,14.2,6.0,2.322,9.8,88.2,3.0,6.4,31.8,25.8,16.7,4.2,30.4,27.9
622,2.6,79.7,41.3,15.2,11.5,80128,3.7,29.6,12.1,8.2,4.7068,11.3,93.0,4.5,6.0,31.7,27.9,13.2,7.8,22.4,38.4
623,1.9,79.8,48.8,12.6,9.1,84689,3.1,32.8,12.0,12.3,6.1992,15.0,93.9,8.2,4.8,30.1,28.9,14.7,13.8,16.3,49.0
624,2.9,76.2,45.0,15.9,10.9,66175,4.0,39.5,15.8,14.3,7.6076,20.6,91.6,9.8,6.7,34.3,25.4,13.8,7.1,21.6,42.2
625,3.7,67.5,45.4,18.4,10.4,59115,5.4,51.3,19.6,14.9,7.1073,20.0,90.0,16.6,8.8,41.9,23.1,11.9,6.5,19.4,44.5
626,2.2,83.1,36.6,16.2,14.5,77049,2.8,28.1,12.5,4.3,2.6574,6.3,93.0,2.9,2.7,32.3,27.2,12.3,5.5,27.8,29.5
627,2.6,79.3,31.2,17.3,17.7,52620,5.1,35.6,11.9,2.8,0.9772,5.6,85.4,1.1,4.5,28.6,26.2,19.0,3.2,32.7,21.9
628,2.7,79.6,33.0,19.8,13.6,53676,4.3,36.9,12.6,1.8,1.1448,3.0,86.1,1.0,1.7,28.1,28.6,19.6,3.1,32.1,23.0
629,2.4,74.8,45.6,16.3,11.7,71503,4.8,39.8,14.9,13.7,7.8364,21.3,93.6,10.4,6.7,34.9,24.3,14.6,9.5,19.4,45.0
630,2.6,79.5,33.4,19.4,15.3,56656,4.8,36.7,12.9,1.5,0.9329999999999999,3.1,88.9,1.0,1.8,28.4,27.9,20.5,3.6,30.9,23.9
631,2.2,79.4,49.0,12.6,10.7,90442,3.7,32.6,11.5,12.3,6.8019,14.2,95.8,8.7,4.1,30.0,28.7,15.8,15.7,16.7,51.2
632,2.3,83.5,36.6,14.8,16.1,82078,3.2,28.2,12.4,5.9,3.2568,7.9,94.1,3.7,3.5,32.2,26.8,13.0,6.6,27.4,30.8
633,2.2,79.4,33.2,16.5,17.5,58463,5.0,35.4,11.6,3.3,1.419,6.0,88.6,1.7,5.1,28.8,25.6,19.6,2.9,31.9,22.3
634,1.9,78.2,36.7,17.1,17.0,61247,4.5,37.0,13.3,6.6,2.8710000000000004,9.9,90.6,3.2,6.8,31.7,25.1,17.4,4.5,29.0,29.8
635,2.2,80.3,43.2,14.9,13.0,86218,3.4,29.0,11.1,9.3,5.2824,12.7,95.2,5.6,6.3,32.1,26.6,13.9,10.0,21.9,40.1
636,3.0,67.3,48.5,17.6,10.3,65782,6.0,50.3,18.4,15.4,7.3612,21.7,93.4,17.0,9.5,42.7,21.2,12.7,7.8,17.8,47.7
637,5.3,87.5,30.3,14.7,20.9,41448,14.0,30.5,14.8,2.2,0.6314,3.5,78.0,27.3,3.0,32.4,25.1,14.7,2.1,31.0,19.2
638,7.8,86.1,28.7,21.4,17.5,32701,15.9,33.6,11.4,1.7,0.6171,2.5,69.7,66.2,2.1,33.1,24.8,13.3,1.1,29.9,18.8
639,4.1,84.5,36.2,15.4,12.3,41762,12.2,33.8,12.8,2.0,0.622,4.1,76.6,35.3,2.0,32.5,25.4,14.9,3.3,28.6,25.3
